,CH1,CH2,
Second,Volt,Volt,
-1.45605000E-01,-1.98E+00,-3.58E+00, 
-1.45532000E-01,-1.98E+00,-3.58E+00, 
-1.45459000E-01,-2.00E+00,-3.58E+00, 
-1.45386000E-01,-1.98E+00,-3.54E+00, 
-1.45313000E-01,-1.98E+00,-3.54E+00, 
-1.45239000E-01,-2.03E+00,-3.54E+00, 
-1.45166000E-01,-1.98E+00,-3.49E+00, 
-1.45093000E-01,-1.98E+00,-3.49E+00, 
-1.45020000E-01,-1.98E+00,-3.54E+00, 
-1.44946000E-01,-2.00E+00,-3.49E+00, 
-1.44873000E-01,-1.95E+00,-3.49E+00, 
-1.44800000E-01,-2.00E+00,-3.54E+00, 
-1.44727000E-01,-1.98E+00,-3.54E+00, 
-1.44653000E-01,-2.00E+00,-3.49E+00, 
-1.44580000E-01,-1.98E+00,-3.49E+00, 
-1.44507000E-01,-2.00E+00,-3.49E+00, 
-1.44434000E-01,-1.98E+00,-3.49E+00, 
-1.44360000E-01,-2.03E+00,-3.54E+00, 
-1.44287000E-01,-1.98E+00,-3.54E+00, 
-1.44214000E-01,-2.00E+00,-3.54E+00, 
-1.44141000E-01,-1.98E+00,-3.54E+00, 
-1.44067000E-01,-2.00E+00,-3.54E+00, 
-1.43994000E-01,-1.98E+00,-3.54E+00, 
-1.43921000E-01,-2.00E+00,-3.54E+00, 
-1.43848000E-01,-2.00E+00,-3.54E+00, 
-1.43774000E-01,-1.98E+00,-3.54E+00, 
-1.43701000E-01,-2.00E+00,-3.54E+00, 
-1.43628000E-01,-2.00E+00,-3.54E+00, 
-1.43555000E-01,-2.00E+00,-3.54E+00, 
-1.43481000E-01,-2.00E+00,-3.54E+00, 
-1.43408000E-01,-2.00E+00,-3.54E+00, 
-1.43335000E-01,-1.95E+00,-3.63E+00, 
-1.43262000E-01,-1.98E+00,-3.63E+00, 
-1.43188000E-01,-1.98E+00,-3.67E+00, 
-1.43115000E-01,-1.95E+00,-3.72E+00, 
-1.43042000E-01,-2.00E+00,-3.72E+00, 
-1.42969000E-01,-1.95E+00,-3.67E+00, 
-1.42896000E-01,-2.00E+00,-3.67E+00, 
-1.42822000E-01,-2.00E+00,-3.67E+00, 
-1.42749000E-01,-2.00E+00,-3.72E+00, 
-1.42676000E-01,-1.98E+00,-3.67E+00, 
-1.42603000E-01,-2.00E+00,-3.67E+00, 
-1.42529000E-01,-2.00E+00,-3.67E+00, 
-1.42456000E-01,-2.00E+00,-3.67E+00, 
-1.42383000E-01,-2.00E+00,-3.72E+00, 
-1.42310000E-01,-2.00E+00,-3.72E+00, 
-1.42236000E-01,-1.98E+00,-3.72E+00, 
-1.42163000E-01,-2.00E+00,-3.72E+00, 
-1.42090000E-01,-1.98E+00,-3.72E+00, 
-1.42017000E-01,-1.98E+00,-3.72E+00, 
-1.41943000E-01,-1.98E+00,-3.72E+00, 
-1.41870000E-01,-1.98E+00,-3.72E+00, 
-1.41797000E-01,-1.98E+00,-3.72E+00, 
-1.41724000E-01,-1.95E+00,-3.72E+00, 
-1.41650000E-01,-2.00E+00,-3.72E+00, 
-1.41577000E-01,-2.00E+00,-3.72E+00, 
-1.41504000E-01,-2.00E+00,-3.72E+00, 
-1.41431000E-01,-2.00E+00,-3.67E+00, 
-1.41357000E-01,-2.00E+00,-3.67E+00, 
-1.41284000E-01,-2.00E+00,-3.63E+00, 
-1.41211000E-01,-2.00E+00,-3.63E+00, 
-1.41138000E-01,-1.98E+00,-3.58E+00, 
-1.41064000E-01,-2.00E+00,-3.63E+00, 
-1.40991000E-01,-2.00E+00,-3.63E+00, 
-1.40918000E-01,-2.00E+00,-3.63E+00, 
-1.40845000E-01,-2.00E+00,-3.63E+00, 
-1.40771000E-01,-2.00E+00,-3.63E+00, 
-1.40698000E-01,-2.00E+00,-3.58E+00, 
-1.40625000E-01,-2.00E+00,-3.58E+00, 
-1.40552000E-01,-2.00E+00,-3.58E+00, 
-1.40479000E-01,-2.03E+00,-3.58E+00, 
-1.40405000E-01,-2.00E+00,-3.58E+00, 
-1.40332000E-01,-2.00E+00,-3.58E+00, 
-1.40259000E-01,-1.98E+00,-3.58E+00, 
-1.40186000E-01,-2.03E+00,-3.58E+00, 
-1.40112000E-01,-2.00E+00,-3.58E+00, 
-1.40039000E-01,-1.98E+00,-3.58E+00, 
-1.39966000E-01,-2.00E+00,-3.58E+00, 
-1.39893000E-01,-2.03E+00,-3.58E+00, 
-1.39819000E-01,-2.00E+00,-3.58E+00, 
-1.39746000E-01,-2.00E+00,-3.58E+00, 
-1.39673000E-01,-1.98E+00,-3.58E+00, 
-1.39600000E-01,-2.00E+00,-3.63E+00, 
-1.39526000E-01,-1.98E+00,-3.58E+00, 
-1.39453000E-01,-2.00E+00,-3.63E+00, 
-1.39380000E-01,-1.98E+00,-3.67E+00, 
-1.39307000E-01,-2.00E+00,-3.67E+00, 
-1.39233000E-01,-2.00E+00,-3.67E+00, 
-1.39160000E-01,-2.00E+00,-3.72E+00, 
-1.39087000E-01,-2.00E+00,-3.72E+00, 
-1.39014000E-01,-1.98E+00,-3.72E+00, 
-1.38940000E-01,-2.00E+00,-3.72E+00, 
-1.38867000E-01,-2.03E+00,-3.72E+00, 
-1.38794000E-01,-2.00E+00,-3.72E+00, 
-1.38721000E-01,-1.98E+00,-3.72E+00, 
-1.38647000E-01,-2.00E+00,-3.72E+00, 
-1.38574000E-01,-2.00E+00,-3.72E+00, 
-1.38501000E-01,-1.98E+00,-3.72E+00, 
-1.38428000E-01,-2.00E+00,-3.72E+00, 
-1.38354000E-01,-2.00E+00,-3.72E+00, 
-1.38281000E-01,-1.98E+00,-3.72E+00, 
-1.38208000E-01,-1.98E+00,-3.72E+00, 
-1.38135000E-01,-2.00E+00,-3.67E+00, 
-1.38062000E-01,-1.98E+00,-3.67E+00, 
-1.37988000E-01,-1.98E+00,-3.72E+00, 
-1.37915000E-01,-1.98E+00,-3.67E+00, 
-1.37842000E-01,-2.00E+00,-3.72E+00, 
-1.37769000E-01,-1.98E+00,-3.72E+00, 
-1.37695000E-01,-2.00E+00,-3.67E+00, 
-1.37622000E-01,-1.98E+00,-3.67E+00, 
-1.37549000E-01,-2.00E+00,-3.67E+00, 
-1.37476000E-01,-2.03E+00,-3.67E+00, 
-1.37402000E-01,-2.00E+00,-3.67E+00, 
-1.37329000E-01,-2.00E+00,-3.67E+00, 
-1.37256000E-01,-2.00E+00,-3.67E+00, 
-1.37183000E-01,-2.00E+00,-3.67E+00, 
-1.37109000E-01,-2.00E+00,-3.67E+00, 
-1.37036000E-01,-1.98E+00,-3.67E+00, 
-1.36963000E-01,-1.98E+00,-3.63E+00, 
-1.36890000E-01,-1.98E+00,-3.67E+00, 
-1.36816000E-01,-1.98E+00,-3.67E+00, 
-1.36743000E-01,-2.00E+00,-3.63E+00, 
-1.36670000E-01,-2.00E+00,-3.67E+00, 
-1.36597000E-01,-1.98E+00,-3.67E+00, 
-1.36523000E-01,-2.00E+00,-3.67E+00, 
-1.36450000E-01,-2.00E+00,-3.72E+00, 
-1.36377000E-01,-2.00E+00,-3.67E+00, 
-1.36304000E-01,-2.00E+00,-3.72E+00, 
-1.36230000E-01,-1.98E+00,-3.72E+00, 
-1.36157000E-01,-2.00E+00,-3.72E+00, 
-1.36084000E-01,-1.98E+00,-3.72E+00, 
-1.36011000E-01,-1.98E+00,-3.72E+00, 
-1.35938000E-01,-2.00E+00,-3.72E+00, 
-1.35864000E-01,-1.98E+00,-3.72E+00, 
-1.35791000E-01,-2.00E+00,-3.67E+00, 
-1.35718000E-01,-1.98E+00,-3.72E+00, 
-1.35645000E-01,-2.03E+00,-3.72E+00, 
-1.35571000E-01,-2.00E+00,-3.72E+00, 
-1.35498000E-01,-2.00E+00,-3.67E+00, 
-1.35425000E-01,-2.00E+00,-3.67E+00, 
-1.35352000E-01,-2.00E+00,-3.72E+00, 
-1.35278000E-01,-1.98E+00,-3.67E+00, 
-1.35205000E-01,-2.00E+00,-3.67E+00, 
-1.35132000E-01,-2.00E+00,-3.72E+00, 
-1.35059000E-01,-2.00E+00,-3.67E+00, 
-1.34985000E-01,-1.98E+00,-3.67E+00, 
-1.34912000E-01,-2.00E+00,-3.67E+00, 
-1.34839000E-01,-1.98E+00,-3.67E+00, 
-1.34766000E-01,-2.00E+00,-3.67E+00, 
-1.34692000E-01,-1.98E+00,-3.67E+00, 
-1.34619000E-01,-2.00E+00,-3.67E+00, 
-1.34546000E-01,-1.98E+00,-3.67E+00, 
-1.34473000E-01,-2.00E+00,-3.63E+00, 
-1.34399000E-01,-1.98E+00,-3.58E+00, 
-1.34326000E-01,-2.00E+00,-3.63E+00, 
-1.34253000E-01,-2.00E+00,-3.58E+00, 
-1.34180000E-01,-2.03E+00,-3.58E+00, 
-1.34106000E-01,-1.98E+00,-3.58E+00, 
-1.34033000E-01,-2.03E+00,-3.58E+00, 
-1.33960000E-01,-2.00E+00,-3.58E+00, 
-1.33887000E-01,-1.98E+00,-3.58E+00, 
-1.33813000E-01,-2.00E+00,-3.58E+00, 
-1.33740000E-01,-1.98E+00,-3.58E+00, 
-1.33667000E-01,-2.00E+00,-3.63E+00, 
-1.33594000E-01,-1.98E+00,-3.58E+00, 
-1.33521000E-01,-2.00E+00,-3.63E+00, 
-1.33447000E-01,-2.00E+00,-3.63E+00, 
-1.33374000E-01,-1.98E+00,-3.63E+00, 
-1.33301000E-01,-2.00E+00,-3.72E+00, 
-1.33228000E-01,-2.00E+00,-3.67E+00, 
-1.33154000E-01,-2.00E+00,-3.72E+00, 
-1.33081000E-01,-2.03E+00,-3.67E+00, 
-1.33008000E-01,-1.98E+00,-3.72E+00, 
-1.32935000E-01,-2.00E+00,-3.72E+00, 
-1.32861000E-01,-2.00E+00,-3.67E+00, 
-1.32788000E-01,-2.00E+00,-3.72E+00, 
-1.32715000E-01,-2.00E+00,-3.72E+00, 
-1.32642000E-01,-2.00E+00,-3.67E+00, 
-1.32568000E-01,-2.00E+00,-3.67E+00, 
-1.32495000E-01,-2.00E+00,-3.67E+00, 
-1.32422000E-01,-2.00E+00,-3.63E+00, 
-1.32349000E-01,-2.03E+00,-3.67E+00, 
-1.32275000E-01,-2.00E+00,-3.67E+00, 
-1.32202000E-01,-2.00E+00,-3.67E+00, 
-1.32129000E-01,-2.00E+00,-3.67E+00, 
-1.32056000E-01,-1.98E+00,-3.63E+00, 
-1.31982000E-01,-2.00E+00,-3.63E+00, 
-1.31909000E-01,-1.98E+00,-3.67E+00, 
-1.31836000E-01,-2.00E+00,-3.63E+00, 
-1.31763000E-01,-2.00E+00,-3.63E+00, 
-1.31689000E-01,-2.00E+00,-3.67E+00, 
-1.31616000E-01,-2.03E+00,-3.72E+00, 
-1.31543000E-01,-1.98E+00,-3.67E+00, 
-1.31470000E-01,-1.98E+00,-3.72E+00, 
-1.31396000E-01,-1.95E+00,-3.72E+00, 
-1.31323000E-01,-2.00E+00,-3.72E+00, 
-1.31250000E-01,-2.00E+00,-3.72E+00, 
-1.31177000E-01,-2.00E+00,-3.72E+00, 
-1.31104000E-01,-2.00E+00,-3.72E+00, 
-1.31030000E-01,-1.98E+00,-3.72E+00, 
-1.30957000E-01,-2.00E+00,-3.72E+00, 
-1.30884000E-01,-1.98E+00,-3.72E+00, 
-1.30811000E-01,-2.00E+00,-3.72E+00, 
-1.30737000E-01,-2.00E+00,-3.72E+00, 
-1.30664000E-01,-2.00E+00,-3.72E+00, 
-1.30591000E-01,-1.98E+00,-3.72E+00, 
-1.30518000E-01,-1.98E+00,-3.67E+00, 
-1.30444000E-01,-2.00E+00,-3.63E+00, 
-1.30371000E-01,-2.00E+00,-3.63E+00, 
-1.30298000E-01,-2.03E+00,-3.63E+00, 
-1.30225000E-01,-2.00E+00,-3.63E+00, 
-1.30151000E-01,-2.03E+00,-3.63E+00, 
-1.30078000E-01,-2.00E+00,-3.63E+00, 
-1.30005000E-01,-2.00E+00,-3.63E+00, 
-1.29932000E-01,-2.03E+00,-3.63E+00, 
-1.29858000E-01,-1.98E+00,-3.58E+00, 
-1.29785000E-01,-1.95E+00,-3.63E+00, 
-1.29712000E-01,-1.98E+00,-3.63E+00, 
-1.29639000E-01,-2.00E+00,-3.63E+00, 
-1.29565000E-01,-2.00E+00,-3.63E+00, 
-1.29492000E-01,-1.98E+00,-3.63E+00, 
-1.29419000E-01,-2.00E+00,-3.63E+00, 
-1.29346000E-01,-2.00E+00,-3.58E+00, 
-1.29272000E-01,-1.95E+00,-3.63E+00, 
-1.29199000E-01,-2.03E+00,-3.63E+00, 
-1.29126000E-01,-1.98E+00,-3.63E+00, 
-1.29053000E-01,-2.00E+00,-3.63E+00, 
-1.28980000E-01,-2.00E+00,-3.63E+00, 
-1.28906000E-01,-2.00E+00,-3.63E+00, 
-1.28833000E-01,-2.00E+00,-3.67E+00, 
-1.28760000E-01,-1.98E+00,-3.63E+00, 
-1.28687000E-01,-2.00E+00,-3.58E+00, 
-1.28613000E-01,-1.98E+00,-3.63E+00, 
-1.28540000E-01,-2.00E+00,-3.63E+00, 
-1.28467000E-01,-1.98E+00,-3.58E+00, 
-1.28394000E-01,-2.00E+00,-3.63E+00, 
-1.28320000E-01,-2.00E+00,-3.58E+00, 
-1.28247000E-01,-2.00E+00,-3.58E+00, 
-1.28174000E-01,-2.00E+00,-3.58E+00, 
-1.28101000E-01,-2.00E+00,-3.58E+00, 
-1.28027000E-01,-2.00E+00,-3.58E+00, 
-1.27954000E-01,-2.00E+00,-3.58E+00, 
-1.27881000E-01,-2.00E+00,-3.58E+00, 
-1.27808000E-01,-1.98E+00,-3.63E+00, 
-1.27734000E-01,-1.98E+00,-3.58E+00, 
-1.27661000E-01,-2.00E+00,-3.63E+00, 
-1.27588000E-01,-2.00E+00,-3.63E+00, 
-1.27515000E-01,-2.00E+00,-3.67E+00, 
-1.27441000E-01,-2.00E+00,-3.72E+00, 
-1.27368000E-01,-2.00E+00,-3.72E+00, 
-1.27295000E-01,-2.00E+00,-3.72E+00, 
-1.27222000E-01,-1.98E+00,-3.72E+00, 
-1.27148000E-01,-2.00E+00,-3.72E+00, 
-1.27075000E-01,-1.98E+00,-3.72E+00, 
-1.27002000E-01,-1.98E+00,-3.72E+00, 
-1.26929000E-01,-1.98E+00,-3.72E+00, 
-1.26855000E-01,-1.98E+00,-3.72E+00, 
-1.26782000E-01,-2.00E+00,-3.72E+00, 
-1.26709000E-01,-1.95E+00,-3.72E+00, 
-1.26636000E-01,-2.00E+00,-3.72E+00, 
-1.26563000E-01,-2.00E+00,-3.72E+00, 
-1.26489000E-01,-2.00E+00,-3.72E+00, 
-1.26416000E-01,-1.98E+00,-3.72E+00, 
-1.26343000E-01,-1.98E+00,-3.72E+00, 
-1.26270000E-01,-2.00E+00,-3.72E+00, 
-1.26196000E-01,-1.98E+00,-3.72E+00, 
-1.26123000E-01,-1.98E+00,-3.72E+00, 
-1.26050000E-01,-2.00E+00,-3.72E+00, 
-1.25977000E-01,-1.98E+00,-3.72E+00, 
-1.25903000E-01,-1.98E+00,-3.72E+00, 
-1.25830000E-01,-2.00E+00,-3.72E+00, 
-1.25757000E-01,-2.00E+00,-3.72E+00, 
-1.25684000E-01,-1.98E+00,-3.72E+00, 
-1.25610000E-01,-1.98E+00,-3.67E+00, 
-1.25537000E-01,-2.00E+00,-3.67E+00, 
-1.25464000E-01,-2.00E+00,-3.63E+00, 
-1.25391000E-01,-2.00E+00,-3.63E+00, 
-1.25317000E-01,-2.00E+00,-3.58E+00, 
-1.25244000E-01,-2.00E+00,-3.63E+00, 
-1.25171000E-01,-1.98E+00,-3.58E+00, 
-1.25098000E-01,-2.00E+00,-3.63E+00, 
-1.25024000E-01,-2.00E+00,-3.58E+00, 
-1.24951000E-01,-1.98E+00,-3.63E+00, 
-1.24878000E-01,-2.00E+00,-3.58E+00, 
-1.24805000E-01,-2.03E+00,-3.58E+00, 
-1.24731000E-01,-1.98E+00,-3.58E+00, 
-1.24658000E-01,-1.98E+00,-3.49E+00, 
-1.24585000E-01,-1.98E+00,-3.45E+00, 
-1.24512000E-01,-2.00E+00,-3.40E+00, 
-1.24438000E-01,-2.00E+00,-3.40E+00, 
-1.24365000E-01,-1.98E+00,-3.36E+00, 
-1.24292000E-01,-1.98E+00,-3.36E+00, 
-1.24219000E-01,-2.00E+00,-3.36E+00, 
-1.24146000E-01,-2.00E+00,-3.32E+00, 
-1.24072000E-01,-1.98E+00,-3.32E+00, 
-1.23999000E-01,-2.00E+00,-3.32E+00, 
-1.23926000E-01,-2.00E+00,-3.36E+00, 
-1.23853000E-01,-1.98E+00,-3.36E+00, 
-1.23779000E-01,-2.00E+00,-3.36E+00, 
-1.23706000E-01,-2.00E+00,-3.36E+00, 
-1.23633000E-01,-1.98E+00,-3.40E+00, 
-1.23560000E-01,-1.98E+00,-3.40E+00, 
-1.23486000E-01,-1.98E+00,-3.45E+00, 
-1.23413000E-01,-2.00E+00,-3.40E+00, 
-1.23340000E-01,-2.00E+00,-3.45E+00, 
-1.23267000E-01,-1.98E+00,-3.45E+00, 
-1.23193000E-01,-1.98E+00,-3.45E+00, 
-1.23120000E-01,-1.98E+00,-3.45E+00, 
-1.23047000E-01,-2.00E+00,-3.45E+00, 
-1.22974000E-01,-2.03E+00,-3.45E+00, 
-1.22900000E-01,-2.00E+00,-3.45E+00, 
-1.22827000E-01,-2.00E+00,-3.45E+00, 
-1.22754000E-01,-2.00E+00,-3.45E+00, 
-1.22681000E-01,-2.00E+00,-3.67E+00, 
-1.22607000E-01,-1.98E+00,-3.76E+00, 
-1.22534000E-01,-2.00E+00,-3.85E+00, 
-1.22461000E-01,-1.98E+00,-3.90E+00, 
-1.22388000E-01,-2.00E+00,-3.94E+00, 
-1.22314000E-01,-2.00E+00,-3.94E+00, 
-1.22241000E-01,-1.98E+00,-3.99E+00, 
-1.22168000E-01,-2.03E+00,-3.99E+00, 
-1.22095000E-01,-2.00E+00,-3.99E+00, 
-1.22021000E-01,-1.98E+00,-3.99E+00, 
-1.21948000E-01,-1.98E+00,-3.99E+00, 
-1.21875000E-01,-1.98E+00,-3.99E+00, 
-1.21802000E-01,-2.03E+00,-4.03E+00, 
-1.21729000E-01,-2.00E+00,-3.99E+00, 
-1.21655000E-01,-1.98E+00,-3.99E+00, 
-1.21582000E-01,-2.00E+00,-3.99E+00, 
-1.21509000E-01,-1.98E+00,-3.94E+00, 
-1.21436000E-01,-1.98E+00,-3.94E+00, 
-1.21362000E-01,-1.98E+00,-3.99E+00, 
-1.21289000E-01,-2.00E+00,-3.99E+00, 
-1.21216000E-01,-2.00E+00,-3.99E+00, 
-1.21143000E-01,-2.00E+00,-3.99E+00, 
-1.21069000E-01,-1.98E+00,-3.94E+00, 
-1.20996000E-01,-1.98E+00,-3.94E+00, 
-1.20923000E-01,-1.98E+00,-3.99E+00, 
-1.20850000E-01,-1.98E+00,-3.94E+00, 
-1.20776000E-01,-1.98E+00,-3.94E+00, 
-1.20703000E-01,-2.00E+00,-3.85E+00, 
-1.20630000E-01,-2.00E+00,-3.72E+00, 
-1.20557000E-01,-1.98E+00,-3.67E+00, 
-1.20483000E-01,-2.00E+00,-3.67E+00, 
-1.20410000E-01,-1.98E+00,-3.63E+00, 
-1.20337000E-01,-1.98E+00,-3.63E+00, 
-1.20264000E-01,-2.00E+00,-3.63E+00, 
-1.20190000E-01,-1.98E+00,-3.58E+00, 
-1.20117000E-01,-1.98E+00,-3.58E+00, 
-1.20044000E-01,-2.00E+00,-3.58E+00, 
-1.19971000E-01,-1.98E+00,-3.63E+00, 
-1.19897000E-01,-2.00E+00,-3.58E+00, 
-1.19824000E-01,-1.98E+00,-3.58E+00, 
-1.19751000E-01,-1.98E+00,-3.58E+00, 
-1.19678000E-01,-2.00E+00,-3.54E+00, 
-1.19604000E-01,-1.98E+00,-3.54E+00, 
-1.19531000E-01,-1.95E+00,-3.54E+00, 
-1.19458000E-01,-2.00E+00,-3.49E+00, 
-1.19385000E-01,-1.98E+00,-3.54E+00, 
-1.19312000E-01,-1.98E+00,-3.49E+00, 
-1.19238000E-01,-2.00E+00,-3.49E+00, 
-1.19165000E-01,-2.00E+00,-3.49E+00, 
-1.19092000E-01,-1.98E+00,-3.49E+00, 
-1.19019000E-01,-1.98E+00,-3.49E+00, 
-1.18945000E-01,-2.00E+00,-3.49E+00, 
-1.18872000E-01,-1.98E+00,-3.45E+00, 
-1.18799000E-01,-1.98E+00,-3.54E+00, 
-1.18726000E-01,-2.00E+00,-3.49E+00, 
-1.18652000E-01,-2.03E+00,-3.49E+00, 
-1.18579000E-01,-2.00E+00,-3.45E+00, 
-1.18506000E-01,-1.98E+00,-3.45E+00, 
-1.18433000E-01,-2.00E+00,-3.45E+00, 
-1.18359000E-01,-2.00E+00,-3.40E+00, 
-1.18286000E-01,-2.00E+00,-3.40E+00, 
-1.18213000E-01,-2.03E+00,-3.45E+00, 
-1.18140000E-01,-1.95E+00,-3.45E+00, 
-1.18066000E-01,-1.98E+00,-3.45E+00, 
-1.17993000E-01,-2.00E+00,-3.45E+00, 
-1.17920000E-01,-2.03E+00,-3.40E+00, 
-1.17847000E-01,-1.98E+00,-3.40E+00, 
-1.17773000E-01,-2.00E+00,-3.49E+00, 
-1.17700000E-01,-2.00E+00,-3.54E+00, 
-1.17627000E-01,-2.00E+00,-3.54E+00, 
-1.17554000E-01,-2.03E+00,-3.58E+00, 
-1.17480000E-01,-2.00E+00,-3.58E+00, 
-1.17407000E-01,-1.98E+00,-3.58E+00, 
-1.17334000E-01,-2.00E+00,-3.58E+00, 
-1.17261000E-01,-2.03E+00,-3.58E+00, 
-1.17188000E-01,-2.00E+00,-3.58E+00, 
-1.17114000E-01,-2.00E+00,-3.58E+00, 
-1.17041000E-01,-1.98E+00,-3.58E+00, 
-1.16968000E-01,-2.00E+00,-3.58E+00, 
-1.16895000E-01,-2.03E+00,-3.58E+00, 
-1.16821000E-01,-2.00E+00,-3.58E+00, 
-1.16748000E-01,-1.98E+00,-3.63E+00, 
-1.16675000E-01,-1.98E+00,-3.67E+00, 
-1.16602000E-01,-2.00E+00,-3.63E+00, 
-1.16528000E-01,-2.00E+00,-3.67E+00, 
-1.16455000E-01,-1.98E+00,-3.72E+00, 
-1.16382000E-01,-1.98E+00,-3.67E+00, 
-1.16309000E-01,-2.00E+00,-3.72E+00, 
-1.16235000E-01,-2.00E+00,-3.72E+00, 
-1.16162000E-01,-2.03E+00,-3.67E+00, 
-1.16089000E-01,-1.98E+00,-3.67E+00, 
-1.16016000E-01,-2.00E+00,-3.72E+00, 
-1.15942000E-01,-2.03E+00,-3.72E+00, 
-1.15869000E-01,-2.00E+00,-3.72E+00, 
-1.15796000E-01,-1.98E+00,-3.72E+00, 
-1.15723000E-01,-2.00E+00,-3.72E+00, 
-1.15649000E-01,-2.00E+00,-3.72E+00, 
-1.15576000E-01,-1.98E+00,-3.76E+00, 
-1.15503000E-01,-2.00E+00,-3.72E+00, 
-1.15430000E-01,-1.98E+00,-3.76E+00, 
-1.15356000E-01,-1.98E+00,-3.76E+00, 
-1.15283000E-01,-1.98E+00,-3.76E+00, 
-1.15210000E-01,-2.00E+00,-3.72E+00, 
-1.15137000E-01,-2.00E+00,-3.76E+00, 
-1.15063000E-01,-1.98E+00,-3.76E+00, 
-1.14990000E-01,-1.98E+00,-3.76E+00, 
-1.14917000E-01,-1.98E+00,-3.72E+00, 
-1.14844000E-01,-1.98E+00,-3.72E+00, 
-1.14771000E-01,-1.98E+00,-3.72E+00, 
-1.14697000E-01,-1.98E+00,-3.72E+00, 
-1.14624000E-01,-1.98E+00,-3.72E+00, 
-1.14551000E-01,-2.00E+00,-3.72E+00, 
-1.14478000E-01,-2.00E+00,-3.72E+00, 
-1.14404000E-01,-2.00E+00,-3.72E+00, 
-1.14331000E-01,-1.98E+00,-3.72E+00, 
-1.14258000E-01,-1.98E+00,-3.72E+00, 
-1.14185000E-01,-2.00E+00,-3.72E+00, 
-1.14111000E-01,-2.00E+00,-3.72E+00, 
-1.14038000E-01,-2.00E+00,-3.72E+00, 
-1.13965000E-01,-2.00E+00,-3.72E+00, 
-1.13892000E-01,-2.00E+00,-3.72E+00, 
-1.13818000E-01,-1.98E+00,-3.72E+00, 
-1.13745000E-01,-1.98E+00,-3.67E+00, 
-1.13672000E-01,-2.00E+00,-3.67E+00, 
-1.13599000E-01,-2.00E+00,-3.63E+00, 
-1.13525000E-01,-2.00E+00,-3.63E+00, 
-1.13452000E-01,-2.00E+00,-3.63E+00, 
-1.13379000E-01,-1.98E+00,-3.58E+00, 
-1.13306000E-01,-1.98E+00,-3.63E+00, 
-1.13232000E-01,-2.00E+00,-3.63E+00, 
-1.13159000E-01,-2.00E+00,-3.58E+00, 
-1.13086000E-01,-2.00E+00,-3.63E+00, 
-1.13013000E-01,-2.00E+00,-3.63E+00, 
-1.12939000E-01,-1.98E+00,-3.63E+00, 
-1.12866000E-01,-2.00E+00,-3.58E+00, 
-1.12793000E-01,-1.98E+00,-3.58E+00, 
-1.12720000E-01,-2.00E+00,-3.58E+00, 
-1.12646000E-01,-1.98E+00,-3.54E+00, 
-1.12573000E-01,-2.00E+00,-3.54E+00, 
-1.12500000E-01,-1.98E+00,-3.54E+00, 
-1.12427000E-01,-1.98E+00,-3.54E+00, 
-1.12354000E-01,-2.00E+00,-3.54E+00, 
-1.12280000E-01,-1.98E+00,-3.54E+00, 
-1.12207000E-01,-1.98E+00,-3.54E+00, 
-1.12134000E-01,-2.00E+00,-3.54E+00, 
-1.12061000E-01,-1.95E+00,-3.54E+00, 
-1.11987000E-01,-1.98E+00,-3.54E+00, 
-1.11914000E-01,-2.00E+00,-3.58E+00, 
-1.11841000E-01,-1.98E+00,-3.54E+00, 
-1.11768000E-01,-2.00E+00,-3.58E+00, 
-1.11694000E-01,-2.00E+00,-3.58E+00, 
-1.11621000E-01,-2.03E+00,-3.58E+00, 
-1.11548000E-01,-1.98E+00,-3.58E+00, 
-1.11475000E-01,-1.98E+00,-3.58E+00, 
-1.11401000E-01,-1.98E+00,-3.58E+00, 
-1.11328000E-01,-1.98E+00,-3.58E+00, 
-1.11255000E-01,-1.98E+00,-3.58E+00, 
-1.11182000E-01,-1.95E+00,-3.58E+00, 
-1.11108000E-01,-2.00E+00,-3.58E+00, 
-1.11035000E-01,-1.98E+00,-3.58E+00, 
-1.10962000E-01,-1.98E+00,-3.58E+00, 
-1.10889000E-01,-1.98E+00,-3.58E+00, 
-1.10815000E-01,-2.00E+00,-3.63E+00, 
-1.10742000E-01,-1.98E+00,-3.63E+00, 
-1.10669000E-01,-1.98E+00,-3.67E+00, 
-1.10596000E-01,-2.00E+00,-3.67E+00, 
-1.10522000E-01,-1.98E+00,-3.67E+00, 
-1.10449000E-01,-2.00E+00,-3.67E+00, 
-1.10376000E-01,-1.98E+00,-3.67E+00, 
-1.10303000E-01,-2.00E+00,-3.63E+00, 
-1.10229000E-01,-2.00E+00,-3.72E+00, 
-1.10156000E-01,-1.95E+00,-3.67E+00, 
-1.10083000E-01,-1.98E+00,-3.67E+00, 
-1.10010000E-01,-2.00E+00,-3.72E+00, 
-1.09937000E-01,-1.98E+00,-3.67E+00, 
-1.09863000E-01,-2.00E+00,-3.67E+00, 
-1.09790000E-01,-2.00E+00,-3.67E+00, 
-1.09717000E-01,-2.00E+00,-3.67E+00, 
-1.09644000E-01,-1.98E+00,-3.67E+00, 
-1.09570000E-01,-2.00E+00,-3.67E+00, 
-1.09497000E-01,-2.00E+00,-3.67E+00, 
-1.09424000E-01,-1.98E+00,-3.67E+00, 
-1.09351000E-01,-1.98E+00,-3.67E+00, 
-1.09277000E-01,-1.98E+00,-3.63E+00, 
-1.09204000E-01,-2.00E+00,-3.67E+00, 
-1.09131000E-01,-2.00E+00,-3.63E+00, 
